m4top,ht,njet,nbjet,nlep,met,met_phi,lep_pt0,lep_pt1,lep_pt2,lep_pt3,lep_pt4,lep_eta0,lep_eta1,lep_eta2,lep_eta3,lep_eta4,lep_phi0,lep_phi1,lep_phi2,lep_phi3,lep_phi4,jet_pt0,jet_pt1,jet_pt2,jet_pt3,jet_pt4,jet_pt5,jet_pt6,jet_pt7,jet_pt8,jet_pt9,jet_eta0,jet_eta1,jet_eta2,jet_eta3,jet_eta4,jet_eta5,jet_eta6,jet_eta7,jet_eta8,jet_eta9,jet_phi0,jet_phi1,jet_phi2,jet_phi3,jet_phi4,jet_phi5,jet_phi6,jet_phi7,jet_phi8,jet_phi9,jet_isb0,jet_isb1,jet_isb2,jet_isb3,jet_isb4,jet_isb5,jet_isb6,jet_isb7,jet_isb8,jet_isb9
-99.0,468.342102051,6,2,0,2.04487559179,0.741463237129,36.321308136,42.1255950928,27.1601696014,0.0,0.0,2.08627080917,2.17772698402,0.358475357294,0.0,0.0,-2.35113024712,-1.97450196743,2.87609052658,0.0,0.0,178.683319092,95.9358596802,85.1775817871,43.8847770691,36.933757782,27.7268257141,0.0,0.0,0.0,0.0,-0.110582657158,0.091287329793,-0.986234009266,0.653162062168,0.173097163439,-0.355790287256,0.0,0.0,0.0,0.0,2.28028488159,-1.61528038979,-0.200308889151,0.393239796162,-2.89366531372,-0.41071754694,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0
-99.0,267.447357178,4,2,1,41.4905960011,1.14862900883,43.7038650513,42.1255950928,27.1601696014,0.0,0.0,1.04382419586,2.17772698402,0.358475357294,0.0,0.0,-1.75214755535,-1.97450196743,2.87609052658,0.0,0.0,81.6342849731,57.3571548462,46.7829093933,37.9691352844,0.0,0.0,0.0,0.0,0.0,0.0,0.935215234756,1.73996341228,0.618382036686,1.53962635994,0.0,0.0,0.0,0.0,0.0,0.0,-1.07738006115,2.99452614784,2.14414906502,0.731202065945,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0
-99.0,421.148345947,3,2,2,264.41699791,-0.140636101698,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,150.410217285,82.8059616089,39.5238113403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906704246998,0.725271761417,1.06969177723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79525613785,-2.41917991638,-0.333147197962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0
-99.0,357.194000244,5,2,0,0.0,0.0,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,107.460357666,72.1256484985,67.8244934082,57.1363639832,52.6471557617,0.0,0.0,0.0,0.0,0.0,2.17008209229,-0.0464385822415,1.02347445488,0.294340193272,1.55476474762,0.0,0.0,0.0,0.0,0.0,0.409828841686,2.60968065262,-2.85292339325,-1.8415915966,-0.261172622442,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0
-99.0,289.69708252,4,2,0,247.321791971,-1.38801293716,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,128.605667114,87.2671432495,46.8755531311,26.9487247467,0.0,0.0,0.0,0.0,0.0,0.0,-1.15357303619,-0.580993771553,-0.215898960829,0.867976665497,0.0,0.0,0.0,0.0,0.0,0.0,1.87066221237,0.968504905701,-0.092669904232,1.84691095352,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0
-99.0,458.710754395,5,2,0,52.9163756583,-0.280749665484,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,175.96472168,132.665710449,67.118309021,50.3121986389,32.6498031616,0.0,0.0,0.0,0.0,0.0,0.936703085899,-0.173845201731,0.390223413706,1.21743381023,-1.08614003658,0.0,0.0,0.0,0.0,0.0,2.37972640991,-0.251203417778,0.663460016251,3.12722349167,0.278164118528,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0
-99.0,721.183166504,8,2,0,43.3130320096,-2.51920639355,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,136.400619507,125.450614929,123.900245667,113.281898499,101.321235657,51.7448692322,39.3945350647,29.6891613007,0.0,0.0,-1.36261463165,1.84381616116,1.24635791779,2.18844461441,-0.583440899849,-2.22639036179,0.213102325797,0.685199320316,0.0,0.0,-0.361975878477,1.18157947063,0.182641759515,-2.59351539612,-1.62323451042,2.95514178276,-1.60922992229,0.61977493763,0.0,0.0,0,0,0,1,1,0,0,0,0,0
-99.0,151.453399658,4,1,0,41.2236993626,2.29419318696,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,51.8874130249,40.9891319275,30.8879928589,27.6888637543,0.0,0.0,0.0,0.0,0.0,0.0,-0.26502341032,2.3466963768,1.08842527866,1.44867384434,0.0,0.0,0.0,0.0,0.0,0.0,-0.948693871498,-0.836434543133,1.77457845211,-1.10265493393,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0
-99.0,286.371765137,4,1,0,5.05564327223,-1.6212193559,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,80.9882202148,78.151184082,67.4341583252,59.7981910706,0.0,0.0,0.0,0.0,0.0,0.0,2.3151807785,2.00642156601,1.60531759262,1.80942392349,0.0,0.0,0.0,0.0,0.0,0.0,2.73627567291,-1.05143594742,1.13041818142,0.25103032589,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
-99.0,307.606323242,4,1,0,10.5403583984,-0.791053009226,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,133.294891357,80.445098877,63.7248649597,30.1414833069,0.0,0.0,0.0,0.0,0.0,0.0,-0.580453693867,0.137478664517,-1.35715246201,-1.18119192123,0.0,0.0,0.0,0.0,0.0,0.0,-0.817923724651,1.53627860546,-0.207134708762,2.2989397049,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0
-99.0,850.36138916,5,2,0,105.160887733,-1.36281204762,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,436.47454834,156.270004272,143.778045654,59.9104347229,53.928276062,0.0,0.0,0.0,0.0,0.0,-0.430138379335,-0.479670703411,0.0833210796118,-0.555835604668,0.362578511238,0.0,0.0,0.0,0.0,0.0,1.50264704227,-1.42808020115,-1.37934136391,2.45614242554,-2.1911137104,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0
-99.0,548.125915527,7,2,0,29.7450822121,1.63708892378,111.255378723,37.1529846191,27.1601696014,0.0,0.0,0.469373881817,0.547674715519,0.358475357294,0.0,0.0,2.21466684341,-1.305123806,2.87609052658,0.0,0.0,164.808700562,100.263763428,87.4290237427,81.832244873,55.77501297,32.7510490417,25.26612854,0.0,0.0,0.0,-0.70661175251,-0.87557464838,-1.95825707912,-1.38338196278,-1.17405855656,-0.286672264338,-2.09173679352,0.0,0.0,0.0,-1.5849237442,2.23765921593,-1.15602564812,1.82926404476,1.07031154633,0.212312296033,2.95774769783,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0
-99.0,369.961517334,3,2,1,73.3058332491,-2.69125677846,56.3125228882,37.1529846191,27.1601696014,0.0,0.0,0.239354684949,0.547674715519,0.358475357294,0.0,0.0,-2.63977169991,-1.305123806,2.87609052658,0.0,0.0,120.706268311,115.062149048,77.8805618286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621788322926,0.814402282238,-0.0677890479565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0327551811934,1.30977642536,-1.9257363081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0
-99.0,377.956451416,4,2,1,135.042527423,-1.5531807662,91.508430481,37.1529846191,27.1601696014,0.0,0.0,-0.412574917078,0.547674715519,0.358475357294,0.0,0.0,2.92838978767,-1.305123806,2.87609052658,0.0,0.0,94.2245025635,74.531539917,70.5140304565,47.177936554,0.0,0.0,0.0,0.0,0.0,0.0,1.7570130825,0.0726998820901,0.775778412819,0.738697528839,0.0,0.0,0.0,0.0,0.0,0.0,1.33910083771,1.54178488255,-1.26230359077,-2.73540639877,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0
-99.0,343.62097168,5,0,0,151.237891542,2.43069397721,91.508430481,37.1529846191,27.1601696014,0.0,0.0,-0.412574917078,0.547674715519,0.358475357294,0.0,0.0,2.92838978767,-1.305123806,2.87609052658,0.0,0.0,137.364837646,88.4827957153,49.862411499,34.7183036804,33.1926193237,0.0,0.0,0.0,0.0,0.0,-0.91132247448,-1.19198560715,-0.431798279285,0.528568387032,-1.55385971069,0.0,0.0,0.0,0.0,0.0,-0.278711974621,2.69557642937,-2.32768321037,-0.105899602175,-1.19620525837,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
-99.0,160.880310059,2,1,2,118.733524082,-0.666905142411,31.750617981,45.4897766113,27.1601696014,0.0,0.0,-0.871270596981,-0.958833932877,0.358475357294,0.0,0.0,0.0964444130659,2.23055624962,2.87609052658,0.0,0.0,51.994392395,31.6455154419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.459606051445,-0.27189168334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.82207465172,-2.69350743294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0
-99.0,561.810058594,6,2,0,16.523343561,1.77197717327,31.750617981,45.4897766113,27.1601696014,0.0,0.0,-0.871270596981,-0.958833932877,0.358475357294,0.0,0.0,0.0964444130659,2.23055624962,2.87609052658,0.0,0.0,256.716583252,125.762832642,91.2340087891,33.8599090576,28.2346286774,26.0020942688,0.0,0.0,0.0,0.0,1.42188680172,-0.0179531592876,-0.0390173271298,0.283373683691,1.60945689678,1.19091010094,0.0,0.0,0.0,0.0,-1.6810028553,1.22641921043,1.85571265221,-0.0380680449307,1.03760290146,-3.12138819695,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0
-99.0,645.01348877,7,1,1,68.6803359375,0.0685366094975,88.4646530151,45.4897766113,27.1601696014,0.0,0.0,0.383827477694,-0.958833932877,0.358475357294,0.0,0.0,-0.389787882566,2.23055624962,2.87609052658,0.0,0.0,221.643951416,86.131187439,65.2450866699,63.9084243774,46.2560768127,41.9110450745,31.4530582428,0.0,0.0,0.0,0.271324366331,0.948841273785,-0.909775078297,0.893222332001,-0.512155413628,0.293274372816,-1.14809215069,0.0,0.0,0.0,2.29564642906,-1.10154175758,0.203049868345,-2.61893892288,2.69243550301,-2.16602706909,-1.87670552731,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
-99.0,381.062286377,8,2,0,0.672135192871,-0.252235725479,88.4646530151,45.4897766113,27.1601696014,0.0,0.0,0.383827477694,-0.958833932877,0.358475357294,0.0,0.0,-0.389787882566,2.23055624962,2.87609052658,0.0,0.0,74.0273361206,66.8020095825,55.7871665955,50.0634155273,41.8584938049,38.116481781,29.2485160828,25.1588668823,0.0,0.0,0.0986917316914,-1.48771286011,-1.32519853115,-0.328034311533,-0.203215315938,-0.599869966507,-1.0206798315,-0.151550129056,0.0,0.0,-0.356441795826,3.06761074066,0.790049433708,2.51160740852,-2.26108932495,0.397088974714,-1.53198933601,2.97386741638,0.0,0.0,0,1,1,0,0,0,0,0,0,0
-99.0,399.474334717,4,2,1,100.491001205,-0.8640035133,138.547210693,45.4897766113,27.1601696014,0.0,0.0,-1.70954632759,-0.958833932877,0.358475357294,0.0,0.0,1.3392649889,2.23055624962,2.87609052658,0.0,0.0,93.280921936,65.1337280273,53.9226951599,48.5897903442,0.0,0.0,0.0,0.0,0.0,0.0,0.677812755108,-1.94960570335,1.00563466549,1.14248323441,0.0,0.0,0.0,0.0,0.0,0.0,-1.44667112827,2.6776869297,2.06588077545,-2.24243664742,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0
-99.0,524.090942383,6,3,0,1.90043786621,0.320815209167,138.547210693,45.4897766113,27.1601696014,0.0,0.0,-1.70954632759,-0.958833932877,0.358475357294,0.0,0.0,1.3392649889,2.23055624962,2.87609052658,0.0,0.0,168.437683105,152.884994507,84.5648727417,60.6000823975,29.7194461823,27.8838787079,0.0,0.0,0.0,0.0,0.0798202902079,0.981348097324,0.642986059189,0.207512557507,1.19002103806,0.633950948715,0.0,0.0,0.0,0.0,-1.14796864986,2.35112905502,1.75458860397,-2.10737657547,0.0154114644974,0.524185180664,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0
-99.0,301.351654053,6,1,0,14.8410615234,3.08054532715,138.547210693,45.4897766113,27.1601696014,0.0,0.0,-1.70954632759,-0.958833932877,0.358475357294,0.0,0.0,1.3392649889,2.23055624962,2.87609052658,0.0,0.0,96.611366272,57.6699066162,44.0750350952,43.3336639404,33.8101615906,25.8515300751,0.0,0.0,0.0,0.0,0.653913378716,0.894167482853,1.81185007095,0.239167481661,1.62550425529,2.15208268166,0.0,0.0,0.0,0.0,0.904011249542,-1.80092275143,-3.03301119804,2.93875026703,1.98531913757,1.9744155407,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
